username,rating,title,content,date_of_experience
CS,1,Absolutely jarring,Absolutely jarring. I have been unfortunate enough to use great Western 4 times in the last 2 weeks and I have missed my connecting train twice and missed appointments on the other 2 occasion. All in the space of 2 weeks. I don't know who regulates this service but they are absolutely disgraceful.Train from Paddington to Plymouth currently 20 minutes delayed and we've had to sit on a coach with no ventilation. Management and staff need to be punished. Disruption because staff is late.,No Date
JQ,1,19.03 from Paddington to Plymouth…,"19.03 from Paddington to Plymouth Friday, 25th May, over-crowded to the point that many passengers with tickets, still on the platform because they could not get on.  First stop, Reading and no one could get on.  It is disgraceful that the company sold tickets, knowing that the train was beyond full.  This is only the second time I have travelled with GWR and on both occasions it was the same...passengers standing in the aisles and ""lobby"" areas.  It must be a health and safety issue.",No Date
CU,1,Well the train from exeter to taunton…,"Well the train from exeter to taunton was late and we ended up missing our connecting train to bridgwater and was made to wait an hour in the cold, myself, my mother and other were not impressed at all",No Date
PH,1,Prices go up and service goes down,Shouldn't even get 1 star....Prices go up and service goes down. Yet again my train has been cancelled causing me to be squeezed onto a later train with my kids....we had to stand for 40 mins and then sit separately because of other seat reservations Before being moved when more passengers got on. We had to change trains when I had specifically booked a direct train as travelling with luggage and kids so struggled to change trains. Plus arrived at destination an hour after I had originally booked. No buffet service on train due to staff shortages and only offered complimentary water as we were getting Off train. Utter rubbish service on every level. Not the first time our journey has been messed up by GWR either...Christmas  was ridiculous too. Very fed up as it's the only train service that goes to Dawlish and Teignmouth. Will start driving down though as even with a railcard it costs more than a tank of petrol now days.,No Date
RH,1,Bath Spa Station jobsworths,"The jobsworths at Bath Spa station need to learn how to help customers not tick them off. I went to the ticket counter as supposedly the machines were “not working “. I asked for a return ticket to Goring & Streatley. Prior to today I had checked the website and had seen the price for a return ticket was roughly £26, so much to my surprise and shock when the jobsworth behind the counter said the price was £45.80!!!!!!!!!!!!!! I said “what!?, no that’s not right- that’s daylight robbery”. There was no help from this individual to find me a cheaper route. I eventually found a ticket to instead to Didcot for a fraction of the price - £25.70!!!!!!!! So please explain why a journey lasting only 1 1/2hrs can be equivalent in price to a 5 hour journey to Cornwall!!!!?????",No Date
JS,1,GWR 1st Class Rip Off,"On the train at the moment, South Wales to London, 1st Class carriage is terrible, the seats are the same as standard which are narrow and very uncomfortable. The pictures they show on their site are nothing like the seats you will get.The chargers for computers etc are between the seats NOT on the table top by the window which would be easier. The carriage is noisy, bumpy and dreadful. DO NOT PAY £234 for a 1ST Class ticket, it is a con and ripoff. They should be investigated for false advertising.",No Date
RE,1,Great Western Railway???...?,"Great Western Railway???...?? Could the word Great please be dropped? There is nothing great about it. Expensive journeys, no seats, delays and train cancelled again today, allegedly due to train breakdown. Railway should be droped too. Most routs are covered by very expensive bus replacement services... As per Western, well, the most western point you can get to by Great Western Railway from London is Reading... I feel sorry for commuters, some G?W?R? employees and the GWR band that plays at Paddington today hated due to its association to the company. I paid £29 for a single journey to be at my destination in 2 hours. With waiting times and changes it will now take 4 hours. It would have taken me £12 by car and only 3 hours.. Why do we put up with this?",No Date
CH,1,Zero star review,"Zero star review! Constant cancellations and delays. It’s safe to say that the paying customer is the last thing that this company cares about. You should hang your head in shame for this appauling service. No announcements, cancelled trains, delays all the time. I am not the only one out here who is suffering, disgraceful service, what more is there to say!",No Date
GT,1,A disgraceful shambles,"A disgraceful shambles, they have no idea. Not even the courtesy to install a queuing system on the 'customer services' phone', let along employ enough staff. 16 minutes waiting then transferred to another queue where the phone just rings... and rings... and rings and this is in the evening, well away from peak daytimes when it's not even worth trying. And after all they say that I can only amend my booking on the website, which is not even loading my account, which is why I phoned instead. The final advice: go to a station to buy your ticket!!",No Date
PW,1,19.03 departure London Paddington to…,"19.03 departure London Paddington to Plymouth, absolutely packed with passengers still standing all the way to Taunton. Overcrowded to the point where there must be real health and safety issues. No restaurant as train despatched with no kitchen (not the first time this has happened in the last 2 months), running 45 minutes late. Usual comical tannoy announcements from train staff ridiculing management as inept as ever. A service not fit for purpose, just arriving at my station minutes before compensation kicks in - funny that and the second time in a month. Trains were better equipped and faster 25 years ago.",No Date
KB,1,Early trains axed in the Surrey Hills.,"I live in the Surrey Hills and was appalled to learn this morning that the early train to Guildford and Reading has a been removed from the new timetable. This comes without warning or public consultation, and is completely unacceptable. Scores of customers from stations between Dorking Deepdene and Guildford will not be able to get to work on time. How can this be? The first train from Chilworth is now at 08.03, no good to anybody.Furthermore train staff have not been briefed on the changes, nobody in authority was available this morning to advise confused passengersI will be writing to the parish council and my MP, this disgraceful decision needs to be reversed.",No Date
SS,1,Still Waiting For Refund After 3 Months ! ! ! !,Due to the bad weather in February GWR offered a full refund on their website if you applied before the date of travel - I did this and uploaded the correct documents as requested - It is now mid may and still waiting for my refund ! ! ! Been fobbed off 3 times via email about there has been an error or your payment was sent incorrectly etc etc - I have never dealt with such an inept company - The money is now not an issue as more of a principle issue and i am taking legal action - Would never use again ! BOOKING REFERENCE W9H5T6W2,No Date
ZJ,5,The amazing lady on tonight with long…,The amazing lady on tonight with long blonde hair in a pony tail allowed me to use the station phone when my mobile became locked answering a call during no reception on a train! I see this lady nearly every day and she has amazing customer service!! Please employ more people like her I wish I got/noticed her name but everyday I'm always in a rush but tonight showed the level of customer service!!! Please call me if you want me to confirm but I will personally bring her some recognition for her actions tonight and she was so quick to help and in customer service it's expected and never realised I was on the the Reading basingstoke arriving at approx 21:30 wearing red with red earings black jeans and black/white Nike trainers with a little pink. Massive thank you! 07904988200 very impressed customer  😁,No Date
HV,1,AWFUL SERVICE,"AWFUL SERVICE. On the 28th may 2017 I was delayed from Southampton Central to Cardiff Central on the 11:54 and then the 12:54 services. I put in a request for a delay repay 1-2 days later for being over 3hours delayed. The 13th October was the first time I heard back from GWR about my request for a delay repay, I was made aware that ‘I regret that a technical issue meant that your claim form was held by our spam filter, which has delayed our reply. This has now been resolved, however, I am sorry for the additional frustration this has no doubt caused.’ and ‘I can confirm your claim has now been processed and a payment of £40.00 has been issued in the form of cheque. This includes an additional £10.00 in recognition of the delay in processing you claim. You will receive this cheque within 2 weeks’. Having already waited 5 month to hear from GWR, to date I am STILL waiting for my repayment. I have been on the phone 8/9 times to GWR to revolve this and have been told over and over the same thing. I have been asked to confirm my email address and house address several times when called and have been told the delay was due to you needing a confirmation of postal address. This has NOT changed in the last 10 month and I have confirmed this EVERYTIME I have called. I think to customer service is awful and the lack of commutation in the department is discussing. Every time I have called I have spent 30-60minutes on the phone trying to resolve this and quite frankly I now do not think £10 is ‘recognition’ enough for the delay in processing this claim and the time I have spent on the phone. I now have 4 different reference number due to the inefficient system at GWR. I cannot stress enough my frustration with you as a company, From this experience I will try to avoid GWR at all costs.",No Date
BD,1,Truly terrible service in all respects,6 out of 8 of my last journeys either cancelled or delayed. Station staff unhelpful and rude. Taxis put on when train cancelled did not arrive. On one occasion train so full it turned people away from boarding. A very terrible all round service,No Date
DA,1,Trains cancelled every weekend,"Trains cancelled every weekend, also being told ""don't travel"" and to ""try and get a refund"" due to trains being rammed during the May bank holiday Saturday. Just because I am disabled and need to be sat down. But they don't seem to make any ""reasonable adjustments"" or give a damn about the Disabled People's Protection Policy!",No Date
AN,1,"No stars, extortionate and rude","Just like everyone else I am only leaving one star because there is no option for zero. I travel every week for work, Mon - Fri. The way the season ticket is set up I am forced to buy weekend tickets as well, although they are a complete waste as I have never used them. I spend £210 per month on these tickets and yet the service is appalling. If you want to guarantee you arrive at work on time take the train an hour early because the trains are cancelled, (train faults, signalling faults, no driver, trespasser or line side fire on the other side of the country to name some of the excuses which have been provided). For a train at 5:25 - specifically 'meeting the needs' of the commuters they lay on 2 pacer carriages from the 1980s and expect 1000 people to cram in. That is a horrific journey, avoid if at all possible. Standing room only, crushed up against the other passengers. They say they have no other carriages available. I have never travelled on that service and found it anything other than overcrowded. Certainly not worth the £210 monthly fare.When you ask for compensation for being hours late for work or having disruption and delay they send sarcastic and unhelpful written responses which say 'we don't compensate season ticket holders'. (They reserve the right to balance the averages of all of the journeys made over the last month before deciding on their own success). It basically says they care not a jot about the customer. I, like others on this forum, have been delivered to a random station and told to disembark as the train has now been cancelled. This particular station had no toilets, no cafe, no open waiting room and barely any seats on the platform. There was an hour and half wait until the next possible service. What kind of service cancels a full train of people half way through their journey? I have also fallen foul of the ""assured the train is running, (wait on the platform for 20mins). Tannoy announcement, ""your train is cancelled"" (4 mins before it is due to depart)"". This is a service which is woefully under provided, over priced and very poorly run. The company needs to remember that their customers matter. Their customer service is awful. The state of the trains are awful. They changed their name to ""Great Western Railway"" - the arrogance of that is staggering when compared to the service provided.",No Date
RA,1,Stood in someone elses urine when…,"Stood in someone elses urine when trying to change my babies nappy. She droped her stuff in it so had to throw it away.Utterly discussing and systemic of GWR trains, its not rocket science to achieve basic hygieneThen stood up for 4 hours on a journey which normally takes 2 hours. Seat reservation system broken down as had the aircon and any resemblance of my dignity.",No Date
DC,1,Weekend cancellations,"Service is so bad between Paddington and Bath that I have decided to drive, which will be cheaper, more comfortable and above all more reliable. These weekend cancellations when the weather is good are a disgrace. Train managers tell me that do not need to work at weekends because they get paid same rate as overtime during the week (which they can get plenty of), so when the weather is good, they would prefer not to work at weekends. When you can get a seat on the new trains, they are so uncomfortable that I am getting back problems. Remove GWR franchise immediately, they must surely be in breach of their conditions.",No Date
JA,1,Customers are a terrible inconvenience…,Customers are a terrible inconvenience to GWR. They need to lose their Franchise. Look at all these one star reviews.,No Date
AS,1,worst part of my day for 5 days a week,"worst part of my day for 5 days a week. Almost always late, with frequent cancellations and unannounced platform changes. I pay them  £1600 per year and in exchange they provide a terrible service. I would give them 0 if it was possible. An absolutely disgusting company.",No Date
MC,1,Awful service,Always delaying or remaining stuck at some station because there are remote problems like signals problems or something else.....the carriages are stinking very dirty and so the toilets where I got an awful  skin infection,No Date
Murray Smith,1,A terrible experience again and again...,"A terrible experience again and again. Filthy, crowded and expensive trains. Once for no seeming reason once just arrived in the wrong station and terminated with all passengers stranded. They simply don't deserve the amount of money they charge. Suggest walking in the future you,ll get there faster and fitter. #ashamedofourtrains",No Date
SJ,1,Why are so many GWR trains being…,"Why are so many GWR trains being cancelled because they have no train drivers available, hardly an unforeseen event.Service from Bath to Swindon last Sunday was totally appalling, booked a ticket and was assured the service was running, by the time I had reached the departure platform it had been cancelled, less than 5 minutes later.The reason given, NO DRIVERS.The next two services were also cancelled, had to rebook to travel the next day to get home, have zero confidence in using GWR services at the weekend.",No Date
MM,1,New trains in dire nead of more comfortable seating,"I spend £2000 a month on GWR rail from Paddington-Cardiff services sometimes more, the new GWR 800 trains are constantly late running often arriving in Cardiff from London for at least 80% of the time between 15-35 min late. The seats are horrific and Solid with Zero comfort compared with the older HST125 trains.I personally will not buy another 1st class ticket not even if it’s £15 more expensive (advanced fare) due to the First class seats being the same quality as the 2nd class seats with the exception of a Head-pad taped to the rear or the seat, again compare with the older 125 trains with luxurious leather seating 1st class to me is a thing of the passed on GWR.I travelled in the new GWR class 387 electric units between Slough and Reading and thier a lot better quality than these new intercity class 800 trains .We’re paying lots of money for less quality come on GWR pull your fingers out and provide more comfortable seating as the seating in the new class 800 trains are atrocious",No Date
TP,1,Honestly they don’t care about quality…,Honestly they don’t care about quality of service of customer satisfaction. Constantly delayed and no compensation! Other railways are far better,No Date
AC,1,Poor service but unfortunately no competition!,"Needed to change my tickets online but the website kept crashing. I called customer service, waited 10 min to talk to a human being only to be told that I had to go to the nearest train station or change them online because Customer Service at GWR do not have the facilities to change tickets for you. Now my question is where does the money go? Definitely neither in the trains and infrastructure, nor in the service...",No Date
SS,1,Despicable service,"For 2 mornings running GWR think it is Ok to send a 5 carriage train at peak time as opposed to 8 carriages, and no reserved seats!  Passengers paying for very expensive seats on peak trains and having to stand in conditions worse than cattle - is this acceptable?   To add to this yesterday I arrived home nearly 2 hours late due to an endless list of train faults, lack of drivers and signalling problems.  Another evening at home GWR have deprived me of! :(",No Date
AM,1,This is meant to be zero stars,"This is meant to be zero stars. Honestly don't understand how GWR are still allowed to operate. Abysmal service, dishonesty, disorganisation and all round abuse of consumers. Trains are always well over the safety limits of capacity, always delayed, and on the rare occasion that they aren't late, they are cancelled. Someone please save us from GWR - enough is enough.",No Date
JM,1,Where is my refund????,"Journey was end of January but cancelled as driver hadn't turned up. Refund agreed within days but 3 months later and numerous calls to chase, I still have not received it. JUST REFUND MY MONEY!!",No Date
DF,1,15:00 Paddington to Tiverton,"15:00 Paddington to Tiverton: The one announcement that was actually audible said that the team hadn't had sufficient time to put out the reservation tickets.I take this to mean ""I was so busy updating my Facebook that I didn't have time to do my job properly""",No Date
IA,1,No apology or compensation for being called a liar and being delayed by 2 hours on a 25 minute journey,"Having had GWR delay my train by about 2 hours, I applied for a refund, and was told that my train wasn't late.Having pointed out the errors in their ways, and how I objected to being called a liar having provided specifics, they didn't respond.I took my complaint to the MD, who eventually offered two first class tickets to anywhere on the GWR network, which after so long battling, and that any such offer would involve expense to get the most out of the ""offer"", involving at least a hotel - that it meant that to be ""compensated"", I would be out of pocket, so I declined and asked for financial compensation - and I was also seeking an apology for calling me a liar, and for taking so long to get to such an insulting ""offer"".Since then, GWR has refused to discuss this matter.I am not happy at being called a liar, and the insulting manner in which I have been treated by the customer services through to the MD. And when traveling on GWR at the time, despite paying a lot of money for the ticket, commuting back from Paddington to Reading, for about 6 months, anytime between about 3:30pm and 7pm, I would be unable to get a seat and it was borderline being able to even board the train. Cattle are treated better than GWR treat its passengers.If you can. avoid GWR.",No Date
Habiba Majumder,1,Horrible,Horrible. Constantly delayed. It kills time as always the train has to be either delayed or cancelled. Such a awful train 😡,No Date
Imarmeniable,1,Disgusting Service,"Date of experience: April 20, 2018",No Date
Lisa Ovsiannikova,1,Horrible,"For 500 pounds per month GWR makes me constantly late for work as what is supposed to be a 27 minute train journey often takes 45+ minutes; it also makes me waste half my evening trying to get home -- as I write this we're stuck outside Paddington with no explanation whatsoever for 20 minutes now; the seats are super uncomfortable if you manage to get one, the Wi-Fi is slow as hell, but hey, I don't have a choice but to spend 3 hours of every single business day on a train listening to meaningless apologies of the train manager...oh wait, this just in: the train broke down and we are advised to take a different one. Great job, Great Western Railway.",No Date
JF,1,New Hitachi 800 trains are a major…,"New Hitachi 800 trains are a major downgrade compared with the previous rolling stock. What is billed as First Class seats are now inferior in quality to the second class seats in the previous trains. So in reality GWR are now charging a first class fare for a second class seats and those in second class are getting a third rate seat quality.They should advertise Second Class and Third Class as the seat options and also point out that the ride in the new trains is hard, uncomfortable and inferior in every way. Also the train buffets have all been removed. So, millions invested, much time spent awaiting the new trains; all to deliver a much worse service.",No Date
ME,1,Staffing issues at Banbury station,"Train and transportation services are great and often reliable. However some choices of staff are questionable - often rude and insulting, not helpful at all. I bought an open return ticket and when told that I couldn’t use it, the staff were blunt and didn’t even ask if I needed another ticket when they saw I was in a rush. I have had friends who have been insulted before about their characteristics by the same team of staff at Banbury station. Absolutely appalled.",No Date
PN,1,Yet another 1 star review of GWR,"Yet another 1 star review of GWR.  Easter Sunday, a ticket booked for a Swindon to Chippenham journey.  On arriving at the station the train had been cancelled due to ""lack of drivers"".  As had the one after it.  Spoke to GWR staff who said that they had no responsibility to help as there was another train in 3 hours time.  Absolutely appalling, as ever!",No Date
SW,1,Website is crap,"Website is crap, travel everyday on packed train from Exmouth to Exeter, dirty trains never get a seat.How do they get away with it.",No Date
AN,1,Thank you very much for making my…,Thank you very much for making my commute stressful. Staff are rude.,No Date
SC,1,Awful,"I unforantly have to use GWR 5 days a week to get to work in London. An absolute shambles of a company, I now dread my commute to work and back home again and wish something was done about this company. At least 4 times a week a train will be cancelled (no driver) or severely delayed. There is no where to sit and the over crowding is horrendous, tempers are being lost, people fainting. There really needs to be some healthy competition now on this route. I will probably end up having a heart attack with the stress this journey costs me.",No Date
SJ,1,Complete idiot staff as usual,"Cancelling trains because there are, and I quote ""no drivers"", pathetic on a Friday night at any time but on a holiday weekend, stupidity from the usual school of idiot management inside the organisation - you're all a joke really",No Date
MS,1,Shocking new trains,Shocking new trains - designed like a public toilet but with less comfortable seating,No Date
sam b,1,Joke of a company.,"Writing this review whilst sat on the floor for 2 hours outside the toilet. Terrible service, not getting any better. It's a joke of a company and should be ashamed.",No Date
MB,1,GWR Rip Off,GWR really don't deserve a 1*. Their service is utterly shocking. We pay a fortune to stand crammed against each other like sardines and the staff seem to care little. The service in India is better.,No Date
MH,1,"GWR - unreliable,dirty,poor shocking,complacent, smug etc","GWR has to be one of the most shocking railway providers around.  I pay over a GBP 1000 a month for a sub standard poor, dirty unreliable service between Newbury and London Paddington. A ridiculous amount but first class is the only way to guarantee a seat, one hopes!Traveling last Thursday despite having a reserved seat organised everyday, there were no reservations at all and so had to stand until Reading!  Guard was shocked but the train was very busy. On top of this, there was no power in the sockets, both loos at either end of the carriage were blocked on leaving Paddington and no heating in many of the carriages.A claim was submitted by email for a full refund and some complete idiot seems to think all was well and that a refund is not justified!  It is poor, if others experience this response email Mark Hopwood the MD directly, there is a shocking monopoly were GWR do not accept the poor service offered!",No Date
AC,1,Terrible service,"Terrible service! I’ve used GWR from Maidenhead to Paddington on 4 serperate occasions delays there and back every time. “Faults on the line”, “Red signal issues”.... BS! Ironic it’s occurred on all separate occasions there and back. On average delays of 35 mins+",No Date
Patricia Odell,2,I travel on average three times a week…,I travel on average three times a week between Reading and London at peak times and the services has got significantly worse in the last three months.  I usually have to stand both ways and the morning services never arrives on time.  I pay £480 a month for this terrible service.  Easy money for GWR who have no competition.,No Date
SH,4,Hopeless web site,"I only use GWR 4 or 5 times a month in the main for  journeys from Maidenhead to Reading and to Gatwick.  On the whole and over the last 5 years or so the train service has been decent with only the odd bad experience usually due to bad weather or some technical issue. Based on other reviews here perhaps I have been lucky but for me 4* is fair. However, one very poor aspect of GWR is their web site, poor and illogical navigation and often even a simple transaction needs to be repeated before it will work.  I regularly book a railcard journey to Gatwick but each time the booking process through the system varies and it rarely works first time.  If anyone from GWR is reading this I highly recommend asking a 'normal' user to try booking a Senior railcard for 2 people from Maidenhead to Gatwick and then pay by credit card.  They will not be able to do it, as they should be able, in one simple transaction.  GWR, your IT department sucks.",No Date
RU,1,"There shoud be an option for ""no star""…DO BETTER GWR!! DO BETTER!!","There shoud be an option for ""no star"" rating or maybe rotten egg rating (seeing as rotten tomatoes is taken!!).GWR is the WORST rail service in the ENTIRE MULTIVERSE!!!! They charge so much yet dont bother to even try to give ANY SERVICE WHATSOEVER!! Rather than being the exception, delays are the default for this HORRID network!! Started working in Paddington April last year & my train from Thatcham to Paddington has NEVER bee  on schedule!! NEVER!! That has got to be some kind of record, surely!! The only positive is their lost properties service! I've misplaced a couple of items on their trains & that service works really well...perhaps apply the due diligence you put into you lost properties service to your actual core service of delivering train on time & according to schedule!!! GOSH!!!",No Date
Krystal Johnson,1,WHY HAS THIS COMPANY STILL NOT BEEN INVESTIGATED?,"A load of crap! I’ve never been so insulted in my life! I booked a ticket to Swindon but the night before rang up GWR to see if there was any chance to get a credit note and use it again next time, as I suffer with TLE, and had a seizure the day before! My mum didn’t want me travelling alone on the train as everyone would be at work, it being a Friday.  I explained this to the person on GWR’s end. He explained that it is fine and understandable, he sent me a email and an attachment for a refund to print off and fill in then send off.A week and a bit later I received a text saying “Sorry it can’t be refunded” but the man said it can as it is a medical reason (Should I supply you with footage and my prescriptions) I then spoke to someone who said they will be back in contact and send me an email once they have investigated it ... ... ... (tumble weed) That’s what I got NOTHING. Your reviews on Trustpilot are a joke GWR G=GLUTTONOUS W=WALLET R=RAILWAYS",No Date
Maria Burnam-Richards,1,I went online to order 1 adult ticket…,I went online to order 1 adult ticket from Exeter to Paddington and 1 Senior citizen ticket including a Railcard. I clearly dropped down selection boxes and was sent 2 Senior citizen tickets. I called Customer support and was told I would have to cancel order... Wait 28 Days and get a refund. This would mean paying twice for tickets for this period. I could not afford this. Why should I pay it anyway.... It was their sites error. Will never use site again.,No Date
MF,1,Health and safety issue!,Another day when GWR can't deliver the service!7.07 and 7.24 train from Twyford to Paddington cancelled. Apparently there was no drivers! Surely such a big company has a plan B ??? Clearly Not!  EVERY single day there is a problem. And as always no answers! GWR why are you doing this? Why can you not deliver the service? Why can you not deal with the problem? This is now health and safety issue as trains are overcrowded ( because of constant cancellation). Are you waiting for someone to die to look it to It?!?!?!?!?!?!?! ( I have written all that to gwr but as you imagine they don't bother to reply!),No Date
Lord Tachanka,1,I was planned to get on a train from reading to Bristol,"I was planned to get on a train from reading to Bristol, then the train was cancelled leaving me with an hour and an half wait and the on the next train we couldn’t even get a seat even though on the last train we paired Extra to reserve seats and we couldn’t get one, so we stood there with our bags for two hours, having to move for people getting off and just waiting and we can’t even get compensation as you have to know every single detail of your journey which is extremely hard and full of effort for what would probably be one free ride or even worse.",No Date
Robyn Jade Purchase,1,I wouldn’t even give GWR a 1,I wouldn’t even give GWR a 1. I am a monthly commuter and pay the extautionate fairs and yet I am wondering what on Earth I am paying for? Especially with the increase! The 07:44 from Newport to Bristol is laughable. 5 carriages is a struggle but lately only 3 have been provided and the conditions on the carriage are unsafe and unacceptable with the amount of customers cramming in and people getting crushed. The 17:21 return journey is also equally as bad this time leaving us with 3 carriages as a standard and even worse 3 days a week there are only 2!! These are the busiest commuting times for this journey and they are just not being catered for. What will it take for you to change this service because clearly the price increase is doing nothing but extra for your pockets. If you can avoid this train please do!!!,No Date
JF,1,Terrible new GWT trains,"The new GWT trains on the Bristol Bath to London line are shockingly bad. The seats seem to be modelled on Victorian school room desks - extremally hard. I have not taken a trip without seeing at least one passenger suffering from back pain. The toilets are filthy and half the size of the old ones, with no where to hang your coat or bag. The buffet car seems to have been abandoned. The quiet carriage is only labelled as such on the door, in small print. As such, most passengers in it are unaware and so the place is loud with no clear grounds that it shouldn’t be. The reservation system is unclear - you can only see if a seat is booked when squinting at a tiny digital display above the aisle. So useless if you’re looking through windows on a crowded platform trying to find a spare seat. A smaller point, but very ugly interiors. I’ve travelled GWR regularly for twenty years and I am utterly confused as to why they abandoned a previously good train design for these.",No Date
Alex Marine,1,Very bad,"This was my First ever experience with GWR and unfortunately it was Awful. I have nothing good to say about my trip from Portsmouth harbour to Bristol, apart from getting me there safely and on time there was nothing else good about this service. The train was very cold and very dirty, not to mention extremely dated. Not a comfortable journey - no leg room extremely cramped.  On top of this the tap in the toilet was broken so I couldn’t even wash my hands after using the bathroom. There was also no working WiFi as advertised. Would not recommend. Has a lot of catching up to do with other providers such as SWT.",No Date
CO,1,Already dreading morning commute,Already dreading morning commute. Dreadful overcrowding on 8.02 out of Maidenhead to London Paddington. Train comes in with loads of people standing on it already.  Then loads of people crowding through doors pushing each other. This replaced the 7.59 which had some capacity on arrival at Maidenhead. We were promised improvements after Christmas but things now positively dreadful and dangerous. People pushing and shoving and tempers frayed. We should not be subjected to this.Also EVERY single journey I have taken into London since Christmas has been delayed.  During every single journey the driver announces that we've been stopped at a red light.  Then the train is delayed. Depressing +++++   Yet always 3 guards to catch fare dodgers at barriers at Maidenhead essentially doing nothing except warming themselves on an electric heater. Why aren't the regulators doing something about such a dangerous overcrowded service? Perhaps they're waiting until someone topples over the edge or assaults another passenger out of sheer frustration. I am writing this in upset and anger because a fellow passenger was very rude to me. I was standing and he was sitting at a table. I asked him if I could put my tea on the table and he ignored me. After I put my tea on the table he was very rude to me.,No Date
BC,1,Took me three and a half hours to get …,"Took me three and a half hours to get home today, after every single possible train I had to get was cancelled. Thanks GWR possibly the single worst railway company in existence, have had exactly the same issue with them before. Overpriced and absolute garbage. Would highly suggest you use another service.",No Date
RI,1,Seat reservation computer said to have …,Seat reservation computer said to have broken down - this was on the 1703 from Paddington to Penzance on a Thursday evening late January. What a time to choose! First class was heaving full and the rest of the train impossible to find a seat. Guard said things would improve after Pewsey (who lives there?). He was right and there were seats but by then others had taken everyone else’s reserved seats. Chaos! Not a way to run a railway. Bring back Brunel.,No Date
LU,1,Inefficient,"Every weekend it’s pretty impossible traveling to Swansea from London. Planned closure, crew shortage, staff not going to work... but they still charge you £90. Life is easy without competitors",No Date
JL,4,Usually a good service,"Suprised to see so many negative reviews on here. I get GWR from West Drayton to Ealing Broadway (and back) regularly and have found the service to be reliable on the whole. The 8:10am from West Drayton would usually turn up early and depart at 8:10am on the dot. Of the times where there have been delays, most have not been for longer than 5 minutes and longer delays only in truly exceptional circumstances. Also trains are clean, comfortable, and I can usually get a seat even at peak hours. The only reason for not giving GWR 5* is the occasional short forming of carriages which creates dangerously overcrowded situations and the change in timetable without seemingly any annoucement.",No Date
SC,1,How they get away with charging those …,How they get away with charging those eye watering fares and still have the audacity to run an extremely shoddy train service is beyond me.  I suppose with no other competition and no other choice they seem to do what they want.£124.30 to travel from Taunton to Paddington on a Wednesday morning is quite honestly daylight robbery - this journey takes 1h 46mins.,No Date
RH,1,Simply the worst been on this pile of …,"Simply the worst been on this pile of crap service for too long computing to and from school. Always late, over priced, awful service it's quiet literally the worst.",No Date
Finn Maclean,1,If only I could give 0 stars...,"Literally the worst train service I have ever been on, and that’s saying something from someone who has been on trains in Sri Lanka and Burma! What do GWR promise? A reliable way for me and my fellow commuters to get to wherever we need to go everyday. However, the trains are nearly always late, they are overpriced for what they are, and they are not comfortable. If you can avoid GWR, do it at any chance. Trust me, you will have dodged a bullet!",No Date
Kevin Biggs,1,Can't remember the last time I got a …,"Can't remember the last time I got a local train on time, probably talking six months and I get a train most weeks. Overpriced and a terrible service. The express service is ok but local services are shocking.",No Date
Laura Hill-Lines,1,This week my various GWR trains have …,This week my various GWR trains have been over an hour late or cancelled. I have been left stranded in Oxford and insulted by a member of staff (Simon)Absolutely appalling service!!!,No Date
AL,1,Terrible train company,"I am dependant on GWR for my commute home every day and it's some of the most infuriating train service I have ever dealt with.More often than not there are delays, and cancellations on a near regular occurrence with then ridiculous reasons like ""due to waiting for a member of the train crew"" or ""due to a late running freight train"" or something like thatIf I could choose to use someone else I would, however I am stuck using this god awful train company with no escape. Please avoid if possible",No Date
TM,1,Dreadful,"Dreadful, no seats, dirty, very late or usually cancelled with no notice. There is something seriously wrong with the train line. Very expensive to stand next to men who seem very excited to be up close and personal to a woman. Or pick pockets enjoying the moment.Carriages so packed that you cannot even get on the train.  It had better be something fabulous and out of this world and cheaper that they keep saying all the Money is for.",No Date
TH,1,No Christamas spirit at GWR!,"I took a short trip from Hook to Reading involving one change of train. On the outbound journey I lost my outbound ticket (I still had the return and receipt), the ticket inspector on the second leg was OK and having showed him the return had no problem. Arriving at Reading was a different matter. With no ticket I was unable to exit the station, I explained the situation to a member of staff but he refused me exit and said that I needed to go to the ticket office. At the office I explained what had happened and showed them the receipt and return ticket (day return), they insisted that I needed a ticket and charged me £6.30 for the replacement. GWR stands for Great Western Ripoff!!",No Date
MR,1,Not able to refund my ticket online,Not able to refund my ticket online. Bad website!,No Date
David Green,1,Diabolical service,"Diabolical service and an extortionate pricing model. I thought South Eastern Trains was bad until I was forced into using this dreadful company.  The staff are indifferent, safe in the knowledge that their union will defend them even if they don’t bother turning up to drive a rush hour train. The trains are packed and late most of the time, the organisation at Paddington is a joke and the refund scheme is skewed so heavily in favour of GWR that it is almost impossible for a season ticket holder to obtain a refund for late arrivals.Needless to say I expect GWR will take full advantage of the price hikes and add as much as it can to its already outrageous ticket prices.Shame on you GWR. I sincerely hope you lose your mandate next time it is up for renewal you are a truly awful company.As a result of your incompetence the already limited time I have with my children in the evening is routinely reduced. Thanks for that.",No Date
DI,1,If I could give NO stars I would,"If I could give NO stars I would. A weekend Xmas Market trip from London to Bath totally ruined by having to stand both ways on an overcrowded, packed train, including a dangerous return journey squashed into the cold, draughty area between carriages where the floor moves constantly...with NOTHING except a broken piece of rubber sealant to hold onto for over TWO HOURS... and to top it all, they still include First Class carriages that could take some of the overflow. Call this a service? Pathetic! Hang your heads in shame!",No Date
